date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;source_donnees
14/08/1985;46;9;33;30;7;3;ancien_format
17/08/1985;4;38;16;15;48;5;ancien_format
21/08/1985;23;46;33;38;5;6;ancien_format
24/08/1985;37;41;4;10;16;9;ancien_format
28/08/1985;8;12;20;41;24;3;ancien_format
31/08/1985;20;44;26;8;14;6;ancien_format
04/09/1985;37;24;25;13;2;4;ancien_format
07/09/1985;43;28;2;18;37;10;ancien_format
11/09/1985;47;24;23;4;19;4;ancien_format
14/09/1985;37;28;13;10;12;8;ancien_format
18/09/1985;29;35;10;40;18;10;ancien_format
21/09/1985;20;44;11;6;13;6;ancien_format
25/09/1985;42;43;46;11;44;10;ancien_format
28/09/1985;43;15;1;11;19;8;ancien_format
02/10/1985;14;30;45;9;27;8;ancien_format
05/10/1985;34;5;25;17;30;4;ancien_format
09/10/1985;1;13;7;14;22;2;ancien_format
12/10/1985;36;32;49;38;33;6;ancien_format
16/10/1985;26;12;19;6;30;4;ancien_format
19/10/1985;26;32;3;2;29;7;ancien_format
23/10/1985;37;10;27;35;12;5;ancien_format
26/10/1985;14;16;33;45;23;2;ancien_format
30/10/1985;42;38;2;18;32;5;ancien_format
02/11/1985;4;25;23;28;21;7;ancien_format
06/11/1985;23;26;13;32;14;3;ancien_format
09/11/1985;44;29;32;19;37;9;ancien_format
13/11/1985;28;36;34;13;31;8;ancien_format
16/11/1985;7;22;34;24;41;3;ancien_format
20/11/1985;2;36;13;34;25;9;ancien_format
23/11/1985;34;42;6;45;17;7;ancien_format
27/11/1985;39;36;25;24;26;1;ancien_format
30/11/1985;6;4;20;43;28;5;ancien_format
04/12/1985;25;8;45;18;19;5;ancien_format
07/12/1985;2;15;10;16;27;4;ancien_format
11/12/1985;34;45;13;11;18;5;ancien_format
14/12/1985;1;44;28;39;18;2;ancien_format
18/12/1985;23;34;35;29;15;7;ancien_format
21/12/1985;14;6;34;43;32;4;ancien_format
25/12/1985;10;12;14;1;44;7;ancien_format
28/12/1985;26;45;20;40;43;2;ancien_format
01/01/1986;27;12;49;16;8;4;ancien_format
04/01/1986;39;36;11;14;7;9;ancien_format
08/01/1986;42;29;10;27;44;1;ancien_format
11/01/1986;38;4;32;18;12;2;ancien_format
15/01/1986;27;6;13;46;10;4;ancien_format
18/01/1986;3;6;45;33;31;5;ancien_format
22/01/1986;49;6;28;25;7;10;ancien_format
25/01/1986;40;29;45;39;23;1;ancien_format
29/01/1986;12;41;4;6;47;4;ancien_format
01/02/1986;22;13;33;40;4;6;ancien_format
05/02/1986;38;43;3;6;26;10;ancien_format
08/02/1986;33;1;9;31;4;7;ancien_format
12/02/1986;37;25;9;8;12;2;ancien_format
15/02/1986;1;14;2;33;41;8;ancien_format
19/02/1986;48;15;11;33;2;2;ancien_format
22/02/1986;40;32;26;4;37;3;ancien_format
26/02/1986;49;22;47;10;38;8;ancien_format
01/03/1986;17;5;13;15;21;9;ancien_format
05/03/1986;5;30;25;22;10;2;ancien_format
08/03/1986;30;3;34;25;20;3;ancien_format
12/03/1986;9;46;13;19;37;2;ancien_format
15/03/1986;16;18;12;20;48;2;ancien_format
19/03/1986;18;19;44;30;22;4;ancien_format
22/03/1986;19;26;33;46;2;5;ancien_format
26/03/1986;6;35;9;33;32;1;ancien_format
29/03/1986;5;49;30;29;16;4;ancien_format
02/04/1986;39;11;31;49;4;5;ancien_format
05/04/1986;22;45;18;17;44;1;ancien_format
09/04/1986;10;47;39;27;41;8;ancien_format
12/04/1986;30;32;21;18;11;5;ancien_format
16/04/1986;14;26;20;2;49;3;ancien_format
19/04/1986;8;14;41;5;31;7;ancien_format
23/04/1986;12;25;17;46;32;5;ancien_format
26/04/1986;13;45;36;21;27;2;ancien_format
30/04/1986;49;7;45;13;36;10;ancien_format
03/05/1986;7;37;2;49;24;9;ancien_format
07/05/1986;2;6;3;27;44;6;ancien_format
10/05/1986;19;30;40;18;7;1;ancien_format
14/05/1986;39;20;37;32;38;4;ancien_format
17/05/1986;13;5;17;15;26;2;ancien_format
21/05/1986;24;18;38;22;31;8;ancien_format
24/05/1986;37;47;42;23;27;4;ancien_format
28/05/1986;3;2;21;16;49;10;ancien_format
31/05/1986;15;45;33;11;30;10;ancien_format
04/06/1986;22;49;29;35;46;4;ancien_format
07/06/1986;3;5;49;43;15;1;ancien_format
11/06/1986;22;6;44;11;43;9;ancien_format
14/06/1986;48;32;19;47;6;4;ancien_format
18/06/1986;38;22;23;48;39;4;ancien_format
21/06/1986;6;9;34;27;48;4;ancien_format
25/06/1986;14;35;43;45;7;2;ancien_format
28/06/1986;37;9;35;20;2;2;ancien_format
02/07/1986;29;16;7;35;32;1;ancien_format
05/07/1986;5;35;18;1;27;10;ancien_format
09/07/1986;43;11;36;27;22;9;ancien_format
12/07/1986;17;26;41;37;28;9;ancien_format
16/07/1986;21;46;36;32;38;6;ancien_format
19/07/1986;10;42;15;16;19;5;ancien_format
23/07/1986;16;25;35;22;2;10;ancien_format
26/07/1986;12;26;27;34;38;3;ancien_format
30/07/1986;36;47;44;16;15;2;ancien_format
02/08/1986;48;47;11;32;28;8;ancien_format
06/08/1986;22;29;24;34;43;2;ancien_format
09/08/1986;44;19;45;7;5;4;ancien_format
13/08/1986;21;4;25;24;45;10;ancien_format
16/08/1986;36;15;43;29;22;9;ancien_format
20/08/1986;18;17;46;44;40;6;ancien_format
23/08/1986;47;49;15;36;24;10;ancien_format
27/08/1986;19;39;48;15;28;4;ancien_format
30/08/1986;29;10;8;24;13;1;ancien_format
03/09/1986;19;35;11;13;20;7;ancien_format
06/09/1986;14;37;44;5;27;4;ancien_format
10/09/1986;47;33;9;43;35;9;ancien_format
13/09/1986;10;31;42;1;15;8;ancien_format
17/09/1986;31;13;32;7;49;2;ancien_format
20/09/1986;23;4;42;40;35;7;ancien_format
24/09/1986;8;44;38;30;34;10;ancien_format
27/09/1986;12;18;7;39;8;2;ancien_format
01/10/1986;24;25;3;7;15;7;ancien_format
04/10/1986;22;12;8;15;48;2;ancien_format
08/10/1986;8;16;26;9;31;1;ancien_format
11/10/1986;4;42;32;33;8;2;ancien_format
15/10/1986;16;4;7;26;17;10;ancien_format
18/10/1986;34;38;18;32;4;4;ancien_format
22/10/1986;5;44;30;28;27;5;ancien_format
25/10/1986;3;20;34;17;14;3;ancien_format
29/10/1986;16;31;14;36;11;2;ancien_format
01/11/1986;38;22;40;31;5;7;ancien_format
05/11/1986;29;48;3;26;45;9;ancien_format
08/11/1986;34;15;40;9;18;7;ancien_format
12/11/1986;21;6;22;46;33;5;ancien_format
15/11/1986;12;1;35;37;26;9;ancien_format
19/11/1986;23;25;3;2;15;10;ancien_format
22/11/1986;12;15;36;25;2;8;ancien_format
26/11/1986;41;43;30;26;31;9;ancien_format
29/11/1986;37;24;27;17;6;4;ancien_format
03/12/1986;17;30;2;32;45;10;ancien_format
06/12/1986;32;46;22;4;5;8;ancien_format
10/12/1986;15;8;11;14;16;1;ancien_format
13/12/1986;13;35;12;19;21;3;ancien_format
17/12/1986;2;23;31;14;38;9;ancien_format
20/12/1986;27;28;1;30;34;8;ancien_format
24/12/1986;38;49;46;13;11;7;ancien_format
27/12/1986;34;47;35;21;41;10;ancien_format
31/12/1986;38;47;44;39;9;9;ancien_format
03/01/1987;16;44;4;18;35;10;ancien_format
07/01/1987;36;39;20;33;16;10;ancien_format
10/01/1987;29;43;30;46;45;1;ancien_format
14/01/1987;37;14;26;25;39;4;ancien_format
17/01/1987;17;33;47;3;26;10;ancien_format
21/01/1987;20;37;3;26;36;6;ancien_format
24/01/1987;31;18;20;7;28;8;ancien_format
28/01/1987;22;37;41;19;44;7;ancien_format
31/01/1987;3;25;4;35;47;6;ancien_format
04/02/1987;42;11;45;22;35;6;ancien_format
07/02/1987;6;37;31;15;5;3;ancien_format
11/02/1987;46;44;40;21;25;5;ancien_format
14/02/1987;39;42;8;11;29;8;ancien_format
18/02/1987;7;35;3;48;31;1;ancien_format
21/02/1987;42;15;44;38;17;9;ancien_format
25/02/1987;28;39;11;43;6;2;ancien_format
28/02/1987;47;22;24;39;9;1;ancien_format
04/03/1987;2;39;27;34;48;1;ancien_format
07/03/1987;10;33;18;1;48;7;ancien_format
11/03/1987;42;13;44;10;24;3;ancien_format
14/03/1987;40;48;29;6;37;3;ancien_format
18/03/1987;15;35;8;3;34;8;ancien_format
21/03/1987;21;6;38;28;30;10;ancien_format
25/03/1987;30;23;43;20;44;8;ancien_format
28/03/1987;32;23;42;34;21;10;ancien_format
01/04/1987;2;32;48;26;44;6;ancien_format
04/04/1987;10;22;45;12;34;4;ancien_format
08/04/1987;43;7;14;13;48;6;ancien_format
11/04/1987;41;9;48;10;45;7;ancien_format
15/04/1987;5;29;41;42;6;8;ancien_format
18/04/1987;10;29;49;26;6;10;ancien_format
22/04/1987;1;32;7;27;31;7;ancien_format
25/04/1987;6;35;37;38;13;2;ancien_format
29/04/1987;13;30;1;47;21;8;ancien_format
02/05/1987;33;29;5;15;19;5;ancien_format
06/05/1987;18;34;8;2;28;8;ancien_format
09/05/1987;29;43;17;16;15;9;ancien_format
13/05/1987;28;38;44;7;40;4;ancien_format
16/05/1987;29;42;38;18;39;8;ancien_format
20/05/1987;31;30;48;39;7;7;ancien_format
23/05/1987;44;20;43;48;17;6;ancien_format
27/05/1987;33;38;7;49;17;1;ancien_format
30/05/1987;23;42;8;33;2;8;ancien_format
03/06/1987;33;47;27;20;45;9;ancien_format
06/06/1987;17;6;40;16;4;10;ancien_format
10/06/1987;48;1;23;32;39;2;ancien_format
13/06/1987;31;15;25;26;38;7;ancien_format
17/06/1987;13;34;7;29;15;9;ancien_format
20/06/1987;5;38;14;30;13;4;ancien_format
24/06/1987;27;43;39;35;12;2;ancien_format
27/06/1987;2;48;46;21;35;5;ancien_format
01/07/1987;7;6;25;46;13;10;ancien_format
04/07/1987;26;45;14;20;36;10;ancien_format
08/07/1987;7;12;48;25;5;4;ancien_format
11/07/1987;42;7;11;29;28;10;ancien_format
15/07/1987;26;20;25;47;8;8;ancien_format
18/07/1987;38;26;31;23;22;4;ancien_format
22/07/1987;24;6;9;16;8;1;ancien_format
25/07/1987;7;11;2;27;24;1;ancien_format
29/07/1987;16;26;6;15;49;5;ancien_format
01/08/1987;38;24;37;39;20;6;ancien_format
05/08/1987;43;22;2;1;15;3;ancien_format
08/08/1987;18;46;41;16;35;2;ancien_format
12/08/1987;24;20;49;48;13;7;ancien_format
15/08/1987;13;46;22;27;37;3;ancien_format
19/08/1987;4;25;36;29;2;1;ancien_format
22/08/1987;36;28;25;27;23;1;ancien_format
26/08/1987;16;43;8;42;6;7;ancien_format
29/08/1987;41;34;42;25;14;2;ancien_format
02/09/1987;18;24;47;1;20;2;ancien_format
05/09/1987;6;19;16;46;34;6;ancien_format
09/09/1987;18;23;33;44;19;5;ancien_format
12/09/1987;26;17;9;43;34;6;ancien_format
16/09/1987;44;12;16;40;43;4;ancien_format
19/09/1987;18;11;4;14;13;1;ancien_format
23/09/1987;19;3;11;46;12;7;ancien_format
26/09/1987;13;48;41;43;22;3;ancien_format
30/09/1987;36;2;34;38;22;3;ancien_format
03/10/1987;2;4;44;29;19;2;ancien_format
07/10/1987;21;4;39;15;23;5;ancien_format
10/10/1987;2;39;10;43;46;3;ancien_format
14/10/1987;40;46;21;13;12;10;ancien_format
17/10/1987;14;22;28;18;23;6;ancien_format
21/10/1987;14;31;18;45;13;6;ancien_format
24/10/1987;33;37;49;39;12;1;ancien_format
28/10/1987;20;34;15;44;38;3;ancien_format
31/10/1987;41;32;15;48;5;7;ancien_format
04/11/1987;11;33;38;46;13;6;ancien_format
07/11/1987;18;47;21;7;2;9;ancien_format
11/11/1987;47;26;35;46;13;3;ancien_format
14/11/1987;40;17;15;6;8;5;ancien_format
18/11/1987;44;42;38;48;8;3;ancien_format
21/11/1987;47;16;31;49;18;6;ancien_format
25/11/1987;3;10;29;49;25;4;ancien_format
28/11/1987;10;39;12;42;11;5;ancien_format
02/12/1987;26;4;44;21;3;1;ancien_format
05/12/1987;43;9;26;49;16;2;ancien_format
09/12/1987;37;3;8;23;24;10;ancien_format
12/12/1987;34;33;41;12;40;9;ancien_format
16/12/1987;32;12;40;27;36;2;ancien_format
19/12/1987;45;4;33;49;15;2;ancien_format
23/12/1987;44;23;14;43;3;10;ancien_format
26/12/1987;30;23;27;15;29;6;ancien_format
30/12/1987;11;17;1;25;19;7;ancien_format
02/01/1988;6;4;7;18;43;6;ancien_format
06/01/1988;40;16;45;22;44;5;ancien_format
09/01/1988;38;21;24;43;36;3;ancien_format
13/01/1988;23;10;39;27;18;1;ancien_format
16/01/1988;18;19;8;48;14;3;ancien_format
20/01/1988;11;32;26;29;49;5;ancien_format
23/01/1988;18;41;1;28;43;4;ancien_format
27/01/1988;47;1;23;38;18;5;ancien_format
30/01/1988;34;5;8;41;46;2;ancien_format
03/02/1988;47;11;41;3;29;3;ancien_format
06/02/1988;21;31;37;38;8;4;ancien_format
10/02/1988;36;10;47;32;45;3;ancien_format
13/02/1988;23;30;8;29;41;10;ancien_format
17/02/1988;11;48;45;36;34;8;ancien_format
20/02/1988;20;41;33;35;25;7;ancien_format
24/02/1988;4;26;32;9;35;10;ancien_format
27/02/1988;28;34;37;39;46;3;ancien_format
02/03/1988;28;49;21;20;19;10;ancien_format
05/03/1988;16;23;29;31;5;3;ancien_format
09/03/1988;14;5;31;46;43;9;ancien_format
12/03/1988;36;16;7;3;41;2;ancien_format
16/03/1988;28;5;18;35;16;10;ancien_format
19/03/1988;15;23;45;17;43;2;ancien_format
23/03/1988;1;20;16;30;29;5;ancien_format
26/03/1988;16;7;6;40;28;4;ancien_format
30/03/1988;24;37;40;31;14;6;ancien_format
02/04/1988;27;16;1;48;22;1;ancien_format
06/04/1988;14;18;21;26;42;6;ancien_format
09/04/1988;43;17;47;8;38;1;ancien_format
13/04/1988;4;35;36;16;11;9;ancien_format
16/04/1988;13;17;43;5;29;3;ancien_format
20/04/1988;16;3;17;33;9;8;ancien_format
23/04/1988;49;39;47;16;12;5;ancien_format
27/04/1988;7;24;36;31;5;5;ancien_format
30/04/1988;32;14;4;19;9;2;ancien_format
04/05/1988;7;17;5;15;14;5;ancien_format
07/05/1988;26;15;24;6;27;6;ancien_format
11/05/1988;32;19;8;7;4;3;ancien_format
14/05/1988;46;23;10;33;30;8;ancien_format
18/05/1988;21;13;24;3;20;3;ancien_format
21/05/1988;19;46;14;38;21;2;ancien_format
25/05/1988;27;36;40;8;24;7;ancien_format
28/05/1988;49;20;16;24;37;2;ancien_format
01/06/1988;13;48;4;33;11;8;ancien_format
04/06/1988;26;23;25;47;15;3;ancien_format
08/06/1988;8;45;16;12;3;10;ancien_format
11/06/1988;40;41;7;22;36;9;ancien_format
15/06/1988;29;8;42;48;7;8;ancien_format
18/06/1988;38;10;36;2;26;8;ancien_format
22/06/1988;48;33;19;12;24;2;ancien_format
25/06/1988;36;20;39;17;6;2;ancien_format
29/06/1988;40;44;32;33;26;9;ancien_format
02/07/1988;45;19;2;9;31;4;ancien_format
06/07/1988;25;34;3;5;32;9;ancien_format
09/07/1988;42;36;39;7;27;6;ancien_format
13/07/1988;17;14;18;37;3;7;ancien_format
16/07/1988;33;41;18;35;45;8;ancien_format
20/07/1988;49;4;20;8;16;1;ancien_format
23/07/1988;38;11;23;49;25;2;ancien_format
27/07/1988;27;11;15;36;25;1;ancien_format
30/07/1988;35;46;16;33;31;3;ancien_format
03/08/1988;4;24;27;29;30;5;ancien_format
06/08/1988;1;44;24;46;38;2;ancien_format
10/08/1988;3;35;27;16;25;10;ancien_format
13/08/1988;28;10;32;23;1;4;ancien_format
17/08/1988;14;6;31;25;9;10;ancien_format
20/08/1988;20;15;23;25;47;3;ancien_format
24/08/1988;26;46;30;29;49;5;ancien_format
27/08/1988;24;40;14;18;2;3;ancien_format
31/08/1988;7;31;37;5;6;4;ancien_format
03/09/1988;25;42;36;14;1;6;ancien_format
07/09/1988;8;17;6;28;29;6;ancien_format
10/09/1988;23;16;15;9;12;5;ancien_format
14/09/1988;6;13;4;18;44;5;ancien_format
17/09/1988;39;16;48;36;32;1;ancien_format
21/09/1988;20;21;45;39;17;7;ancien_format
24/09/1988;5;40;49;26;33;9;ancien_format
28/09/1988;22;11;19;36;30;2;ancien_format
01/10/1988;4;31;46;49;16;9;ancien_format
05/10/1988;32;42;6;24;5;9;ancien_format
08/10/1988;28;25;29;35;43;7;ancien_format
12/10/1988;24;47;22;33;20;4;ancien_format
15/10/1988;21;19;48;24;1;6;ancien_format
19/10/1988;21;37;5;19;44;8;ancien_format
22/10/1988;12;16;41;8;21;1;ancien_format
26/10/1988;17;34;33;24;8;6;ancien_format
29/10/1988;11;4;9;8;32;5;ancien_format
02/11/1988;18;46;38;22;10;7;ancien_format
05/11/1988;7;26;41;33;49;4;ancien_format
09/11/1988;20;14;45;12;3;10;ancien_format
12/11/1988;1;8;20;48;45;7;ancien_format
16/11/1988;26;13;10;37;30;7;ancien_format
19/11/1988;36;25;2;3;5;9;ancien_format
23/11/1988;10;14;31;9;48;1;ancien_format
26/11/1988;6;5;8;34;45;9;ancien_format
30/11/1988;34;42;11;27;36;4;ancien_format
03/12/1988;2;38;21;31;11;5;ancien_format
07/12/1988;34;6;43;8;12;2;ancien_format
10/12/1988;47;19;25;31;40;8;ancien_format
14/12/1988;20;5;32;3;7;3;ancien_format
17/12/1988;41;2;39;8;7;4;ancien_format
21/12/1988;30;20;23;32;21;5;ancien_format
24/12/1988;40;43;13;22;23;8;ancien_format
28/12/1988;1;34;15;22;26;7;ancien_format
31/12/1988;40;46;42;30;33;4;ancien_format
04/01/1989;16;8;7;40;19;8;ancien_format
07/01/1989;24;3;12;1;42;2;ancien_format
11/01/1989;49;38;28;34;43;5;ancien_format
14/01/1989;22;39;49;25;10;8;ancien_format
18/01/1989;1;22;31;2;43;8;ancien_format
21/01/1989;17;36;32;42;33;6;ancien_format
25/01/1989;27;31;16;19;15;5;ancien_format
28/01/1989;43;1;5;48;24;6;ancien_format
01/02/1989;14;42;41;30;9;6;ancien_format
04/02/1989;40;21;18;22;46;5;ancien_format
08/02/1989;17;37;30;48;23;6;ancien_format
11/02/1989;3;33;9;25;8;8;ancien_format
15/02/1989;8;30;45;28;26;8;ancien_format
18/02/1989;4;26;27;32;18;3;ancien_format
22/02/1989;14;32;16;3;15;9;ancien_format
25/02/1989;36;35;22;16;37;9;ancien_format
01/03/1989;49;38;35;2;21;10;ancien_format
04/03/1989;18;49;29;13;31;8;ancien_format
08/03/1989;34;9;13;42;35;3;ancien_format
11/03/1989;19;26;30;20;45;8;ancien_format
15/03/1989;8;17;37;3;28;10;ancien_format
18/03/1989;3;31;22;13;42;8;ancien_format
22/03/1989;35;41;20;49;33;5;ancien_format
25/03/1989;17;16;45;37;25;6;ancien_format
29/03/1989;11;4;19;2;22;4;ancien_format
01/04/1989;24;44;1;17;38;1;ancien_format
05/04/1989;21;39;31;6;33;9;ancien_format
08/04/1989;30;18;42;2;24;8;ancien_format
12/04/1989;24;6;16;41;26;10;ancien_format
15/04/1989;36;29;34;10;13;10;ancien_format
19/04/1989;11;1;10;18;16;6;ancien_format
22/04/1989;36;22;6;48;41;3;ancien_format
26/04/1989;29;1;8;31;33;5;ancien_format
29/04/1989;34;12;5;46;33;4;ancien_format
03/05/1989;49;41;42;39;18;3;ancien_format
06/05/1989;36;10;46;41;24;9;ancien_format
10/05/1989;19;46;38;30;34;2;ancien_format
13/05/1989;14;1;34;4;8;6;ancien_format
17/05/1989;6;22;24;47;11;10;ancien_format
20/05/1989;17;32;36;31;16;10;ancien_format
24/05/1989;47;7;35;49;2;1;ancien_format
27/05/1989;5;24;45;18;34;8;ancien_format
31/05/1989;37;32;19;48;1;2;ancien_format
03/06/1989;36;33;47;14;26;9;ancien_format
07/06/1989;3;23;26;13;4;2;ancien_format
10/06/1989;43;18;4;45;12;8;ancien_format
14/06/1989;47;37;27;19;18;4;ancien_format
17/06/1989;17;33;28;21;49;8;ancien_format
21/06/1989;31;4;20;32;8;3;ancien_format
24/06/1989;14;30;34;38;33;3;ancien_format
28/06/1989;10;4;25;34;14;8;ancien_format
01/07/1989;37;45;4;43;38;2;ancien_format
05/07/1989;16;37;36;38;27;4;ancien_format
08/07/1989;21;19;38;11;23;10;ancien_format
12/07/1989;40;6;23;21;19;6;ancien_format
15/07/1989;4;18;30;19;37;3;ancien_format
19/07/1989;16;29;28;44;20;9;ancien_format
22/07/1989;34;9;44;42;15;7;ancien_format
26/07/1989;28;4;3;24;48;9;ancien_format
29/07/1989;17;7;18;24;45;1;ancien_format
02/08/1989;27;11;49;41;35;9;ancien_format
05/08/1989;23;39;44;40;38;3;ancien_format
09/08/1989;10;19;20;44;39;7;ancien_format
12/08/1989;26;37;8;20;19;10;ancien_format
16/08/1989;49;5;40;28;20;7;ancien_format
19/08/1989;11;5;46;22;1;5;ancien_format
23/08/1989;5;37;19;25;44;1;ancien_format
26/08/1989;18;16;31;21;38;1;ancien_format
30/08/1989;19;4;46;35;15;8;ancien_format
02/09/1989;40;36;34;39;22;2;ancien_format
06/09/1989;16;14;46;11;38;8;ancien_format
09/09/1989;38;42;23;36;11;4;ancien_format
13/09/1989;26;41;25;37;38;6;ancien_format
16/09/1989;26;45;46;7;25;9;ancien_format
20/09/1989;10;24;46;18;35;5;ancien_format
23/09/1989;9;36;42;11;27;4;ancien_format
27/09/1989;17;40;30;16;20;9;ancien_format
30/09/1989;16;23;43;24;27;7;ancien_format
04/10/1989;9;19;45;29;18;2;ancien_format
07/10/1989;3;7;13;35;46;8;ancien_format
11/10/1989;17;15;5;43;45;8;ancien_format
14/10/1989;33;48;28;32;23;8;ancien_format
18/10/1989;41;48;23;9;4;10;ancien_format
21/10/1989;32;30;1;38;43;1;ancien_format
25/10/1989;24;18;15;45;28;4;ancien_format
28/10/1989;11;16;5;33;25;10;ancien_format
01/11/1989;42;10;47;26;30;10;ancien_format
04/11/1989;10;23;29;37;47;3;ancien_format
08/11/1989;43;21;19;10;35;7;ancien_format
11/11/1989;44;49;11;17;42;7;ancien_format
15/11/1989;24;34;29;38;46;3;ancien_format
18/11/1989;37;8;14;40;15;9;ancien_format
22/11/1989;39;8;32;22;21;7;ancien_format
25/11/1989;31;15;49;46;3;2;ancien_format
29/11/1989;30;35;11;22;40;2;ancien_format
02/12/1989;49;18;11;2;46;1;ancien_format
06/12/1989;45;10;33;21;20;8;ancien_format
09/12/1989;46;43;25;16;8;9;ancien_format
13/12/1989;38;46;6;4;40;5;ancien_format
16/12/1989;45;29;20;14;8;7;ancien_format
20/12/1989;19;36;7;43;38;3;ancien_format
23/12/1989;19;29;32;4;7;5;ancien_format
27/12/1989;39;37;20;27;43;6;ancien_format
30/12/1989;24;8;13;6;42;3;ancien_format
03/01/1990;31;30;5;44;8;7;ancien_format
06/01/1990;42;21;20;24;28;9;ancien_format
10/01/1990;25;37;26;48;2;2;ancien_format
13/01/1990;2;34;42;40;28;9;ancien_format
17/01/1990;29;14;37;2;46;9;ancien_format
20/01/1990;22;20;9;26;34;3;ancien_format
24/01/1990;12;45;11;22;13;5;ancien_format
27/01/1990;43;15;28;35;13;8;ancien_format
31/01/1990;20;8;28;3;14;6;ancien_format
03/02/1990;11;44;31;36;45;9;ancien_format
07/02/1990;49;23;21;42;8;5;ancien_format
10/02/1990;29;36;10;18;15;8;ancien_format
14/02/1990;16;48;49;22;44;4;ancien_format
17/02/1990;37;46;23;48;24;9;ancien_format
21/02/1990;19;26;1;9;43;4;ancien_format
24/02/1990;13;25;6;24;4;10;ancien_format
28/02/1990;37;28;41;20;4;4;ancien_format
03/03/1990;39;2;10;3;38;5;ancien_format
07/03/1990;25;49;8;14;9;6;ancien_format
10/03/1990;24;1;23;19;15;10;ancien_format
14/03/1990;29;3;38;46;9;1;ancien_format
17/03/1990;39;22;19;15;44;8;ancien_format
21/03/1990;30;17;2;42;49;6;ancien_format
24/03/1990;8;23;22;35;24;4;ancien_format
28/03/1990;28;4;20;44;19;7;ancien_format
31/03/1990;45;43;20;16;25;2;ancien_format
04/04/1990;18;34;6;8;32;3;ancien_format
07/04/1990;19;13;11;32;20;9;ancien_format
11/04/1990;49;30;18;43;33;8;ancien_format
14/04/1990;46;22;27;20;5;8;ancien_format
18/04/1990;44;31;48;13;20;5;ancien_format
21/04/1990;28;36;8;40;21;8;ancien_format
25/04/1990;37;49;11;2;28;8;ancien_format
28/04/1990;11;40;3;29;23;3;ancien_format
02/05/1990;14;12;36;3;19;9;ancien_format
05/05/1990;20;24;30;36;32;10;ancien_format
09/05/1990;16;39;32;14;9;6;ancien_format
12/05/1990;25;24;7;49;4;7;ancien_format
16/05/1990;5;44;26;45;27;8;ancien_format
19/05/1990;19;32;34;45;26;7;ancien_format
23/05/1990;16;7;40;10;20;8;ancien_format
26/05/1990;37;27;2;19;6;8;ancien_format
30/05/1990;20;15;41;3;16;9;ancien_format
02/06/1990;19;26;32;13;28;8;ancien_format
06/06/1990;23;44;17;32;12;6;ancien_format
09/06/1990;40;18;39;15;43;3;ancien_format
13/06/1990;21;33;36;24;18;7;ancien_format
16/06/1990;43;41;31;29;15;3;ancien_format
20/06/1990;46;31;16;35;5;6;ancien_format
23/06/1990;37;38;31;39;48;9;ancien_format
27/06/1990;47;42;29;8;1;2;ancien_format
30/06/1990;34;3;37;24;17;5;ancien_format
04/07/1990;8;37;49;18;15;8;ancien_format
07/07/1990;30;18;46;49;32;2;ancien_format
11/07/1990;33;20;29;25;47;6;ancien_format
14/07/1990;13;28;6;33;30;4;ancien_format
18/07/1990;40;13;46;45;32;4;ancien_format
21/07/1990;30;19;1;21;41;9;ancien_format
25/07/1990;4;7;16;32;20;6;ancien_format
28/07/1990;37;31;33;14;29;5;ancien_format
01/08/1990;49;2;45;19;16;4;ancien_format
04/08/1990;24;6;19;22;25;1;ancien_format
08/08/1990;29;18;37;26;44;2;ancien_format
11/08/1990;43;20;17;21;26;9;ancien_format
15/08/1990;45;44;49;15;47;2;ancien_format
18/08/1990;31;21;38;37;26;3;ancien_format
22/08/1990;49;7;22;16;28;3;ancien_format
25/08/1990;19;31;1;18;24;5;ancien_format
29/08/1990;38;21;25;46;5;5;ancien_format
01/09/1990;23;2;15;5;43;3;ancien_format
05/09/1990;12;42;30;9;10;5;ancien_format
08/09/1990;10;3;38;20;7;5;ancien_format
12/09/1990;16;22;9;49;47;5;ancien_format
15/09/1990;41;2;6;37;48;2;ancien_format
19/09/1990;6;48;5;3;34;2;ancien_format
22/09/1990;5;40;39;21;47;4;ancien_format
26/09/1990;46;22;38;7;42;8;ancien_format
